Ensemble_ID	NOM_1	NOM_2	OSF_1	OSF_2	OSCC_1	OSCC_2
ENSG00000167779	1851	3585	7986	19171	14645	4272
ENSG00000167780	2	33	20	29	54	38
ENSG00000258074	0	0	0	0	12	1
ENSG00000238669	0	0	0	2	1	0
ENSG00000258016	4	5	10	2	5	7
ENSG00000257790	22	17	13	34	38	6
ENSG00000139631	553	389	466	734	285	183
ENSG00000257808	0	0	3	2	1	4
ENSG00000139651	1301	1127	1033	2169	1021	729
ENSG00000139626	576	354	319	357	250	63
ENSG00000172819	6822	5245	4509	3896	2748	2475
ENSG00000182544	1618	1447	1336	1698	1195	572
ENSG00000135476	3375	1094	537	1268	534	266
ENSG00000123349	4603	5558	5633	5869	4463	2087
ENSG00000257605	5	6	6	20	10	8
ENSG00000139637	599	629	576	1060	882	354
ENSG00000094914	935	987	1206	2228	1295	492
ENSG00000170374	3	0	2	13	39	21
ENSG00000185591	7327	7811	6442	10029	7752	4314
ENSG00000135409	0	12	12	12	39	34
ENSG00000205352	643	573	511	1828	747	434
ENSG00000257379	0	0	0	0	0	0
ENSG00000197111	3235	5186	4587	6788	4111	2829
ENSG00000139625	326	439	418	805	258	148
ENSG00000270175	33	36	61	29	19	12
ENSG00000139546	573	523	578	1139	602	328
ENSG00000267281	6	4	15	4	5	0
ENSG00000139574	0	0	0	0	0	0
ENSG00000170653	957	997	882	1445	734	601
ENSG00000257550	4	0	2	7	0	2
ENSG00000135390	2435	1803	2891	2774	1956	993
ENSG00000213470	0	1	0	0	0	0
ENSG00000012822	2723	4952	6261	6029	2780	1038
ENSG00000260492	0	0	0	0	10	4
ENSG00000260030	0	0	0	0	7	0
ENSG00000223213	0	0	0	0	4	0
ENSG00000253053	0	0	0	4	1	2
ENSG00000249641	0	15	5	77	223	42
ENSG00000123364	0	32	20	449	454	165
ENSG00000123407	0	0	0	0	10	2
ENSG00000271090	0	0	0	0	0	0
ENSG00000228630	4	2	2	35	28	18
ENSG00000123388	0	15	0	157	139	55
ENSG00000251151	0	1	0	8	29	19
ENSG00000180818	0	18	0	70	15	45
ENSG00000273049	0	0	0	0	0	0
ENSG00000197757	0	2	16	68	69	32
ENSG00000207924	0	0	0	2	8	0
ENSG00000250133	0	4	2	85	20	19
ENSG00000180806	0	4	8	113	32	25
ENSG00000250451	0	7	2	68	9	10
ENSG00000037965	0	4	8	114	51	41
ENSG00000198353	0	0	0	19	20	11
ENSG00000273046	0	0	0	0	0	0
ENSG00000260597	2	4	6	52	34	6
ENSG00000172789	0	2	2	10	9	12
ENSG00000207571	0	0	0	4	5	6
ENSG00000273266	0	0	0	0	0	0
ENSG00000248265	4	0	0	9	38	26
ENSG00000250654	1	2	0	9	11	2
ENSG00000249388	0	0	0	2	4	3
ENSG00000250432	2	2	0	4	9	8
ENSG00000202146	0	0	0	0	7	0
ENSG00000250742	36	36	32	21	33	4
ENSG00000260470	8	2	0	8	26	16
ENSG00000257534	0	0	6	13	24	5
ENSG00000248576	4	0	2	6	6	7
ENSG00000123415	535	336	552	1441	1200	448
ENSG00000094916	5645	5794	5135	19773	5582	5845
ENSG00000265371	0	0	0	0	0	0
ENSG00000241785	3	0	2	4	1	1
ENSG00000257596	12	18	5	53	15	22
ENSG00000258344	16	10	12	52	8	4
ENSG00000135486	16324	17875	12613	26146	15019	11317
ENSG00000123405	6	24	22	99	75	55
ENSG00000111481	2551	3027	3111	7522	6016	2632
ENSG00000207381	0	0	0	0	0	0
ENSG00000199122	0	2	2	3	2	1
ENSG00000264028	0	2	2	6	2	4
ENSG00000258137	0	4	10	6	14	7
ENSG00000258086	12	8	12	96	24	5
ENSG00000139572	8	6	16	78	73	32
ENSG00000161642	2617	1586	1369	2057	798	1114
ENSG00000161638	1523	2492	2103	47040	4199	2088
ENSG00000257477	0	2	0	2	5	0
ENSG00000170627	6	28	2	9	89	211
ENSG00000123338	486	585	399	584	552	108
ENSG00000257824	2	4	3	7	7	2
ENSG00000123360	111	65	81	92	78	34
ENSG00000135447	236	546	1265	4	50	19
ENSG00000257780	0	0	0	0	18	2
ENSG00000135413	0	0	0	4	19	2
ENSG00000161634	0	0	0	6	21	2
ENSG00000257634	0	0	0	2	4	16
ENSG00000270858	0	2	0	0	10	4
ENSG00000172551	0	4	2	8	814	15
ENSG00000135426	80	79	45	63	78	39
ENSG00000257870	0	0	0	0	8	5
ENSG00000123307	0	0	0	8	37	14
ENSG00000196534	0	0	0	0	9	1
ENSG00000257350	0	2	0	0	18	5
ENSG00000170605	0	0	0	2	6	6
ENSG00000224622	0	2	0	0	8	2
ENSG00000227423	0	0	0	4	16	2
ENSG00000179919	0	0	0	0	8	6
ENSG00000197706	0	0	0	2	2	10
ENSG00000213451	0	0	0	0	13	2
ENSG00000205331	0	0	0	4	6	0
ENSG00000188324	0	0	0	0	10	4
ENSG00000230307	0	0	0	0	4	0
ENSG00000205330	0	0	2	0	14	6
ENSG00000205329	0	0	0	0	10	8
ENSG00000257757	0	0	0	0	6	6
ENSG00000187857	0	0	0	0	7	0
ENSG00000203408	0	0	0	0	8	6
ENSG00000233606	0	0	0	0	4	2
ENSG00000257414	0	0	0	0	4	0
ENSG00000205328	0	0	0	0	7	0
ENSG00000179899	198	138	92	172	88	21
ENSG00000185821	0	0	0	0	6	2
ENSG00000258763	0	0	0	16	13	2
ENSG00000179695	0	0	6	2	8	2
ENSG00000184954	0	0	0	14	8	2
ENSG00000205327	0	0	0	2	7	0
ENSG00000234670	0	0	0	0	6	0
ENSG00000179626	0	0	0	0	6	0
ENSG00000266016	0	0	0	0	0	0
ENSG00000179615	0	0	0	2	10	4
ENSG00000272937	0	0	0	6	8	1
ENSG00000175398	2	0	0	4	10	7
ENSG00000258921	0	0	2	2	6	4
ENSG00000272837	0	0	0	2	14	4
ENSG00000258907	0	0	0	2	7	0
ENSG00000270458	0	0	0	0	3	5
ENSG00000170439	0	98	45	12	7	4
ENSG00000135424	451	2987	7967	442	236	215
ENSG00000258311	13	17	66	18	7	3
ENSG00000135441	485	634	483	587	404	152
ENSG00000135437	24	50	89	50	14	2
ENSG00000135404	6808	7637	7869	19097	7454	3121
ENSG00000258056	45	63	69	86	33	26
ENSG00000257384	0	0	0	2	0	2
ENSG00000135414	158	179	227	542	246	84
ENSG00000205323	52	101	63	172	61	63
ENSG00000257390	0	2	0	5	0	1
ENSG00000257509	11	16	11	40	6	13
ENSG00000123353	530	360	373	956	804	356
ENSG00000135392	515	410	461	1160	693	349
ENSG00000182796	255	304	151	333	116	68
ENSG00000123342	110	268	296	2378	597	204
ENSG00000257966	6	2	0	8	7	5
ENSG00000207339	0	0	0	2	1	3
ENSG00000257569	0	7	4	0	4	4
ENSG00000170473	1759	1810	1476	1860	1355	794
ENSG00000065357	4659	3339	2168	9794	3031	2218
ENSG00000185664	1773	6475	53	199	77	80
ENSG00000123374	317	440	283	1839	456	409
ENSG00000258554	0	0	0	0	0	0
ENSG00000111540	2355	2416	2325	2620	1807	1075
ENSG00000237493	106	97	111	191	150	58
ENSG00000255990	0	0	0	0	0	0
ENSG00000139531	1098	765	1013	579	539	216
ENSG00000123411	228	375	412	356	284	125
ENSG00000257449	0	6	1	2	4	2
ENSG00000197728	6509	9107	8325	6949	6307	3539
ENSG00000065361	7612	6177	3999	4344	2969	2175
ENSG00000257411	0	0	0	0	0	0
ENSG00000170515	3011	3978	3275	6784	3868	2988
ENSG00000257553	0	0	0	0	0	0
ENSG00000229117	28817	30546	28589	31922	26023	14336
ENSG00000135482	183	100	199	198	190	46
ENSG00000139641	3011	3663	4284	9416	5043	2952
ENSG00000258345	0	0	0	4	0	1
ENSG00000258317	3	26	17	33	20	3
ENSG00000257809	0	0	0	7	0	8
ENSG00000196465	570	6487	6745	1416	648	273
ENSG00000092841	16904	19981	22052	28688	22662	11929
ENSG00000258199	40	40	35	52	42	20
ENSG00000139613	4568	4331	4135	5658	3432	1527
ENSG00000266023	0	0	0	0	2	2
ENSG00000181852	908	1708	1534	2545	1473	916
ENSG00000139579	555	879	1106	2162	1328	725
ENSG00000139540	0	10	6	50	45	22
ENSG00000139645	2312	1923	2880	5654	2202	1228
ENSG00000135469	147	826	1855	138	113	65
ENSG00000258260	0	11	7	2	1	2
ENSG00000062485	6407	8824	11302	7342	4169	3185
ENSG00000144785	0	0	0	0	0	0
ENSG00000257303	4	18	8	15	9	1
ENSG00000257740	2	4	9	6	14	2
ENSG00000257727	104	90	70	257	173	58
ENSG00000135473	1260	1060	999	1482	1245	539
ENSG00000110944	22	46	12	363	266	104
ENSG00000170581	3539	3019	2853	21609	5675	1915
ENSG00000252206	4	0	0	7	1	0
ENSG00000175336	0	0	2	2	20	6
ENSG00000259099	0	0	0	1	6	4
ENSG00000111602	945	589	622	3122	926	697
ENSG00000135517	6	4	6	11	43	24
ENSG00000176422	320	493	550	462	687	297
ENSG00000135423	340	161	168	172	96	73
ENSG00000257576	8	27	25	28	51	21
ENSG00000076067	957	942	1452	3016	1239	668
ENSG00000201579	0	8	0	28	7	6
ENSG00000076108	6794	7158	4863	12076	5749	4332
ENSG00000110955	17770	30927	43145	21486	17709	10292
ENSG00000207031	2	7	7	8	7	1
ENSG00000110958	5221	6737	7853	12897	10939	5630
ENSG00000241217	16	18	23	32	14	10
ENSG00000196531	12353	13326	13737	10057	7055	4891
ENSG00000198056	182	149	188	482	308	171
ENSG00000025423	26	40	28	199	146	82
ENSG00000258679	0	0	4	6	25	22
ENSG00000258816	0	0	0	0	2	0
ENSG00000212383	0	2	0	0	2	0
ENSG00000170426	1057	1092	2225	196	3054	2162
ENSG00000139547	62	42	253	333	146	283
ENSG00000166856	12	2	6	16	18	11
ENSG00000258442	2	0	4	2	1	0
ENSG00000268162	0	2	3	4	8	4
ENSG00000166860	664	630	553	1035	504	192
ENSG00000166863	0	2	0	8	27	8
ENSG00000166866	4	14	2	36	79	44
ENSG00000166881	539	616	497	4385	1278	458
ENSG00000166886	954	1469	667	1822	1010	422
ENSG00000166888	6756	5964	4287	8696	3999	3121
ENSG00000263832	0	0	0	0	0	0
ENSG00000123384	23339	26621	20817	35766	16275	8709
ENSG00000259125	19	10	6	44	16	9
ENSG00000221365	0	0	0	0	0	0
ENSG00000182379	93	72	62	77	134	270
ENSG00000202067	0	0	4	2	4	2
ENSG00000182199	1643	1542	1841	5359	2197	1431
ENSG00000185633	4397	3662	1427	323	2374	9581
ENSG00000185482	42	13044	20131	53	52	36
ENSG00000179912	856	1322	1289	1669	688	627
ENSG00000258830	0	0	0	0	0	0
ENSG00000201198	1	9	17	14	6	1
ENSG00000268367	18	1	9	17	9	6
ENSG00000258001	0	2	0	5	12	2
ENSG00000175189	0	2	2	10	19	12
ENSG00000139269	4	20	30	30	44	17
ENSG00000111087	30	38	79	226	245	63
ENSG00000123329	220	161	157	215	252	68
ENSG00000166986	2889	2696	3529	9310	5990	1991
ENSG00000252865	6	0	4	0	8	2
ENSG00000264046	10	0	0	11	2	0
ENSG00000175197	222	348	504	1355	667	103
ENSG00000208028	2	15	17	23	9	2
ENSG00000166987	1085	857	753	1816	486	400
ENSG00000175203	3720	5188	4836	6238	4784	3874
ENSG00000155980	28	2	18	39	133	48
ENSG00000166908	1105	1067	810	5476	1576	1344
ENSG00000178498	314	354	284	532	406	127
ENSG00000240771	105	217	136	219	116	41
ENSG00000224713	16	21	12	20	12	5
ENSG00000135502	8	19	10	28	30	22
ENSG00000135454	22	96	272	188	771	90
ENSG00000238436	0	0	0	0	3	0
ENSG00000242990	0	0	0	2	3	2
ENSG00000135506	7323	7912	6082	18520	6735	3564
ENSG00000257342	0	0	0	0	0	0
ENSG00000257499	26	12	8	25	15	6
ENSG00000135439	81	66	134	266	103	84
ENSG00000255737	20	17	12	68	28	25
ENSG00000135452	725	598	812	1393	1120	656
ENSG00000135446	775	873	902	2381	1762	597
ENSG00000139266	329	470	382	894	246	193
ENSG00000111012	20	70	17	1351	394	193
ENSG00000037897	238	353	283	610	640	292
ENSG00000123427	249	177	168	801	421	100
ENSG00000257921	0	0	0	0	0	0
ENSG00000266465	0	0	3	12	2	0
ENSG00000123297	215	527	445	632	549	331
ENSG00000135407	122	244	293	375	181	99
ENSG00000270039	8	25	38	35	29	15
ENSG00000206749	0	0	0	0	0	0
ENSG00000269903	4	12	8	10	16	0
ENSG00000175215	6002	5635	5167	15893	4717	3448
ENSG00000207789	2	1	1	2	3	0
ENSG00000257953	11	15	20	27	6	2
ENSG00000245651	6	24	8	19	38	34
ENSG00000257698	30	70	88	185	90	32
ENSG00000166896	160	75	181	257	185	115
ENSG00000257159	0	0	0	8	11	10
ENSG00000222210	0	0	0	0	7	0
ENSG00000257668	0	0	0	4	10	2
ENSG00000257541	0	0	2	0	10	2
ENSG00000241423	0	0	0	0	9	4
ENSG00000258133	0	0	0	0	10	0
ENSG00000258231	2	370	514	2	23	9
ENSG00000257259	2	166	280	3	40	8
ENSG00000139263	4361	3150	2496	5603	3447	1876
ENSG00000257443	12	10	8	21	37	11
ENSG00000244390	8	2	0	6	8	10
ENSG00000257288	6	2	0	4	15	4
ENSG00000258214	0	0	2	0	5	0
ENSG00000212599	0	0	0	0	0	0
ENSG00000251931	0	0	2	0	1	0
ENSG00000257230	2	13	10	0	10	4
ENSG00000266724	0	0	0	0	0	0
ENSG00000265430	0	0	0	0	0	0
ENSG00000202471	0	0	0	0	0	2
ENSG00000118596	1878	2849	2066	789	308	164
ENSG00000257146	11	13	7	5	1	2
ENSG00000237176	0	3	2	0	4	2
ENSG00000264437	0	0	0	0	0	1
ENSG00000257294	0	0	0	0	0	0
ENSG00000258184	0	0	0	6	2	0
ENSG00000252607	0	0	0	0	2	0
ENSG00000251822	0	0	0	0	0	0
ENSG00000257865	0	0	0	0	2	6
ENSG00000257308	0	0	0	0	3	4
ENSG00000258336	0	0	0	0	1	0
ENSG00000198673	115	128	95	206	196	91
ENSG00000242922	0	0	0	0	9	3
ENSG00000257528	0	0	0	0	19	4
ENSG00000213363	6	4	0	4	8	2
ENSG00000252883	2	0	0	0	0	0
ENSG00000257880	0	0	2	3	10	4
ENSG00000258316	0	0	7	41	17	8
ENSG00000135655	2958	6206	5459	7608	5135	4037
ENSG00000200814	11	28	7	16	12	2
ENSG00000061987	3573	5245	4051	6214	3624	2771
ENSG00000257568	28	23	17	57	20	16
ENSG00000202034	0	0	2	0	4	4
ENSG00000221949	126	114	130	98	116	25
ENSG00000257354	8	30	8	27	6	10
ENSG00000199179	5	23	18	6	23	2
ENSG00000111110	348	291	83	77	217	70
ENSG00000238475	2	2	0	0	1	0
ENSG00000241941	0	2	0	1	2	0
ENSG00000213352	4	4	4	3	12	1
ENSG00000200296	0	0	0	0	0	2
ENSG00000252660	0	0	0	0	1	4
ENSG00000139239	762	487	455	248	271	172
ENSG00000257779	0	0	0	3	2	0
ENSG00000250517	0	0	0	0	19	5
ENSG00000257235	0	0	0	0	0	0
ENSG00000257664	0	0	0	0	5	0
ENSG00000166148	111	379	233	218	80	24
ENSG00000257332	0	0	0	2	17	6
ENSG00000258117	0	0	0	0	4	3
ENSG00000177990	80	151	92	96	140	48
ENSG00000249753	2	6	0	8	2	5
ENSG00000257005	0	0	0	0	8	0
ENSG00000255583	0	0	0	0	4	4
ENSG00000240027	0	0	0	0	4	0
ENSG00000118600	249	317	297	734	395	212
ENSG00000255850	0	0	0	0	3	0
ENSG00000255642	163	127	91	102	160	75
ENSG00000265796	0	0	0	0	4	0
ENSG00000196935	898	953	507	4323	1366	867
ENSG00000242087	4	4	10	30	14	4
ENSG00000256571	10	8	6	46	13	14
ENSG00000256399	23	20	6	87	30	19
ENSG00000255780	4	6	4	14	7	0
ENSG00000255886	7	4	5	35	11	0
ENSG00000255817	3	7	8	14	15	9
ENSG00000255629	0	0	0	0	0	2
ENSG00000174206	442	596	476	877	706	347
ENSG00000212298	0	0	0	0	0	2
ENSG00000243024	0	10	19	18	17	33
ENSG00000251788	0	0	0	0	1	0
ENSG00000256192	0	0	0	0	0	0
ENSG00000185306	71	103	7	40	162	338
ENSG00000256293	15	29	23	24	59	20
ENSG00000238440	0	2	0	0	2	0
ENSG00000184575	3339	4569	4875	7032	10466	4516
ENSG00000255566	21	4	6	27	11	10
ENSG00000183735	884	1766	1235	1396	1762	1133
ENSG00000256199	0	0	0	0	10	0
ENSG00000223294	0	0	0	0	0	0
ENSG00000256670	2	0	2	2	4	4
ENSG00000153179	1060	1198	1378	1343	1319	1256
ENSG00000207546	0	0	0	0	1	1
ENSG00000225195	6	12	21	8	8	5
ENSG00000256314	6	2	12	8	5	4
ENSG00000268028	0	0	0	0	0	0
ENSG00000135677	3225	4254	4907	7905	7827	2813
ENSG00000215159	0	0	6	8	11	5
ENSG00000238592	0	0	0	0	3	0
ENSG00000111490	144	77	86	262	102	73
ENSG00000243020	2	2	0	0	13	2
ENSG00000255693	5	8	2	6	42	18
ENSG00000248995	3	0	0	2	4	1
ENSG00000221564	0	0	0	1	5	1
ENSG00000198671	0	0	0	0	2	3
ENSG00000156076	36	28	0	8	24	14
ENSG00000207099	0	0	0	0	0	0
ENSG00000255700	0	2	0	0	0	3
ENSG00000174106	1787	2707	2225	2495	2626	2125
ENSG00000174099	825	1846	2943	919	400	121
ENSG00000250280	25	85	121	34	57	20
ENSG00000215208	6	18	22	12	13	4
ENSG00000250748	0	1	6	41	60	23
ENSG00000255866	0	0	0	2	11	2
ENSG00000256268	0	2	6	65	121	31
ENSG00000256915	0	0	0	1	23	14
ENSG00000213344	0	0	0	0	19	9
ENSG00000241749	0	0	0	138	55	12
ENSG00000149948	22	28	137	12616	1444	344
ENSG00000197301	6	31	20	1483	397	76
ENSG00000211577	0	0	0	0	0	0
ENSG00000267942	0	0	2	41	11	0
ENSG00000256083	4	0	2	115	42	7
ENSG00000256259	0	0	0	0	0	0
ENSG00000213343	0	0	0	0	11	0
ENSG00000251857	0	0	0	0	0	1
ENSG00000139233	253	323	343	546	459	262
ENSG00000228144	0	0	0	0	0	0
ENSG00000155957	182	520	253	119	240	67
ENSG00000239335	5	8	3	5	3	3
ENSG00000090376	638	2071	998	709	549	117
ENSG00000225422	108	137	103	210	165	93
ENSG00000266539	1	1	1	0	0	0
ENSG00000256072	2	4	0	0	2	3
ENSG00000256777	0	0	0	0	22	2
ENSG00000222744	0	0	0	2	15	2
ENSG00000127311	293	247	278	678	303	178
ENSG00000238528	11	11	9	8	9	4
ENSG00000155974	513	936	428	314	795	402
ENSG00000256285	0	0	2	0	0	1
ENSG00000256420	5	14	18	10	13	19
ENSG00000256248	12	30	21	13	48	17
ENSG00000257083	9	17	9	10	42	10
ENSG00000255976	0	0	0	0	1	3
ENSG00000237766	8	6	14	4	4	8
ENSG00000111530	5219	6738	6531	9584	8429	5090
ENSG00000256037	0	9	1	9	7	0
ENSG00000256355	0	6	3	2	4	6
ENSG00000256172	0	0	2	0	10	4
ENSG00000203585	2	17	10	7	13	9
ENSG00000256077	0	0	0	0	20	2
ENSG00000127334	2004	1951	3102	2569	2091	1272
ENSG00000235872	2	3	13	3	8	9
ENSG00000255970	0	29	6	27	29	11
ENSG00000255772	0	67	50	0	11	0
ENSG00000256835	0	3	2	0	5	0
ENSG00000255733	2	80	42	10	36	10
ENSG00000244432	0	2	1	0	0	0
ENSG00000236946	4	6	8	8	21	7
ENSG00000256708	2	2	4	11	2	2
ENSG00000111537	44	11	22	12	6	8
ENSG00000111536	0	4	18	6	6	4
ENSG00000127318	0	2	32	1	27	10
ENSG00000111554	361	341	320	363	369	172
ENSG00000251301	6	12	12	4	57	12
ENSG00000256273	0	0	1	0	7	4
ENSG00000256075	0	0	0	0	10	0
ENSG00000256917	0	0	0	2	2	4
ENSG00000240087	66	43	89	53	74	21
ENSG00000127314	1642	2793	2639	5609	4575	2951
ENSG00000234040	52	97	37	123	65	38
ENSG00000206650	8	19	19	39	17	2
ENSG00000234925	50	191	58	151	120	63
ENSG00000247363	8	13	4	2	16	9
ENSG00000241825	1	4	4	12	0	4
ENSG00000111581	922	1090	1067	2322	1641	985
ENSG00000233560	15	18	14	70	32	13
ENSG00000175782	467	561	524	418	590	290
ENSG00000251695	10	0	2	1	8	7
ENSG00000256678	0	0	0	3	10	11
ENSG00000135679	3111	5126	3866	2851	2326	1483
ENSG00000256325	18	16	9	16	4	11
ENSG00000257181	0	0	0	0	0	0
ENSG00000256664	0	0	0	0	0	0
ENSG00000135678	938	1603	1568	2199	349	148
ENSG00000252770	0	2	4	0	4	0
ENSG00000257289	2	5	6	8	8	0
ENSG00000263910	0	0	3	4	0	1
ENSG00000257336	13	0	7	4	2	4
ENSG00000252547	0	0	0	0	2	2
ENSG00000258140	0	0	0	0	11	2
ENSG00000111605	2441	3298	2802	3619	3514	1731
ENSG00000257818	4	22	11	4	24	4
ENSG00000090382	51348	1378	1289	1044	1415	412
ENSG00000257764	0	0	0	0	0	0
ENSG00000127337	266	527	337	615	543	375
ENSG00000266185	0	0	0	0	4	0
ENSG00000241765	0	0	0	0	2	0
ENSG00000257507	0	0	0	0	7	0
ENSG00000166225	1511	2424	1984	2564	2829	1882
ENSG00000264405	0	0	0	0	0	0
ENSG00000166226	3139	5213	5700	5974	7063	4737
ENSG00000198812	0	4	0	2	27	8
ENSG00000127325	10	2536	4949	6	61	20
ENSG00000247131	0	2	2	4	25	12
ENSG00000127328	325	650	766	920	518	610
ENSG00000258052	0	0	0	0	0	0
ENSG00000166268	6	16	8	24	64	27
ENSG00000257815	30	32	47	49	65	35
ENSG00000257241	0	0	0	0	5	0
ENSG00000257139	0	7	8	5	19	24
ENSG00000257613	8	12	3	9	8	13
ENSG00000111596	2108	2687	2193	2428	2884	2227
ENSG00000135643	40	157	154	305	54	17
ENSG00000222405	0	0	0	0	3	2
ENSG00000268721	0	4	0	2	8	0
ENSG00000258168	20	26	21	14	53	89
ENSG00000127329	2274	4378	4644	1249	1672	526
ENSG00000153233	8	19	22	69	187	27
ENSG00000257302	0	0	0	2	9	0
ENSG00000207387	0	0	0	0	0	0
ENSG00000257265	0	0	0	0	15	5
ENSG00000257454	0	0	0	0	8	6
ENSG00000258053	0	6	0	1	14	4
ENSG00000127324	58	105	56	4	65	11
ENSG00000139292	65	536	44	0	106	123
ENSG00000257761	0	0	0	0	11	4
ENSG00000133858	2369	3268	2693	5494	2894	2352
ENSG00000212461	8	26	2	17	9	5
ENSG00000173451	163	191	418	270	238	219
ENSG00000258064	0	0	0	0	0	0
ENSG00000139291	936	1322	1735	881	1856	776
ENSG00000257515	10	0	9	5	25	24
ENSG00000080371	2647	5066	4982	2511	4838	3928
ENSG00000257410	43	110	36	44	42	52
ENSG00000257991	0	0	0	0	1	3
ENSG00000121749	1159	2293	1651	1403	1576	970
ENSG00000257802	50	82	45	26	41	14
ENSG00000139287	2	2	0	3	79	23
ENSG00000258115	0	0	0	0	11	4
ENSG00000072657	96	336	53	370	99	26
ENSG00000236333	99	49	24	283	82	21
ENSG00000257287	0	0	0	2	2	0
ENSG00000257723	0	2	0	8	16	2
ENSG00000258235	0	2	0	0	2	0
ENSG00000216084	0	0	0	0	3	0
ENSG00000258294	0	0	0	0	16	4
ENSG00000258123	0	0	0	0	15	2
ENSG00000257682	0	0	0	0	5	2
ENSG00000243164	0	0	0	0	7	1
ENSG00000252415	0	0	0	0	2	0
ENSG00000257750	0	0	0	1	6	2
ENSG00000201809	0	0	0	0	2	0
ENSG00000272231	0	0	0	0	0	0
ENSG00000257587	0	0	0	2	1	3
ENSG00000264155	0	0	0	0	1	0
ENSG00000258332	0	0	0	0	4	0
ENSG00000251138	6	0	0	0	16	6
ENSG00000258320	0	0	0	0	12	2
ENSG00000257183	2	0	0	0	12	4
ENSG00000257113	0	0	0	0	0	4
ENSG00000257364	0	0	0	0	1	1
ENSG00000253719	2128	2186	2310	1939	2293	1328
ENSG00000257386	0	0	0	0	0	0
ENSG00000257323	0	0	0	0	0	0
ENSG00000188646	0	0	0	0	0	0
ENSG00000257998	0	0	0	0	2	0
ENSG00000257434	0	0	2	2	18	5
ENSG00000166006	12	2	4	9	19	19
ENSG00000254451	0	0	5	3	32	13
ENSG00000258112	0	0	0	0	5	0
ENSG00000180881	113	297	295	142	268	133
ENSG00000257823	0	14	0	0	7	4
ENSG00000173401	29	51	48	45	42	28
ENSG00000180481	4	28	40	7	51	30
ENSG00000139278	325	647	468	7309	1531	455
ENSG00000257497	20	48	35	52	75	37
ENSG00000111615	884	1690	1503	1106	1637	1029
ENSG00000258077	137	15	34	27	39	11
ENSG00000257777	2	0	0	2	17	8
ENSG00000258245	19	0	5	0	7	1
ENSG00000251893	3	7	4	0	0	0
ENSG00000258088	53	7	46	13	15	7
ENSG00000264062	0	0	0	0	0	2
ENSG00000258091	8	0	2	0	4	0
ENSG00000243420	6	1	3	1	4	1
ENSG00000198923	11	0	2	0	11	1
ENSG00000257329	11	0	6	1	7	1
ENSG00000139289	3390	3344	1526	7268	6811	6187
ENSG00000257453	4	0	8	20	1	2
ENSG00000257839	0	0	0	0	0	0
ENSG00000187109	4513	8975	6784	8967	5976	4767
ENSG00000257941	4	5	0	1	0	1
ENSG00000258304	0	0	0	0	17	0
ENSG00000257872	0	0	0	0	14	0
ENSG00000252858	0	0	0	0	2	0
ENSG00000257219	0	5	0	98	26	2
ENSG00000223273	0	2	0	0	11	3
ENSG00000179941	434	680	651	569	645	329
ENSG00000091039	6445	9503	6490	7130	7408	4399
ENSG00000257526	2	12	2	10	7	2
ENSG00000213272	4	0	0	6	8	4
ENSG00000271142	0	0	0	2	7	4
ENSG00000243071	28	39	22	25	23	8
ENSG00000241045	0	0	2	0	4	2
ENSG00000258090	0	0	0	1	5	0
ENSG00000186908	948	1687	1701	1374	1460	725
ENSG00000175183	2017	1501	1489	1275	2645	3845
ENSG00000257910	10	12	18	14	8	14
ENSG00000257199	0	0	0	2	7	0
ENSG00000165891	236	117	172	1816	823	376
ENSG00000238769	0	0	0	0	0	0
ENSG00000257677	0	0	0	0	6	0
ENSG00000231121	60	101	21	9	14	10
ENSG00000257835	6	9	10	4	8	2
ENSG00000268519	2	1	7	0	0	6
ENSG00000258066	2	5	2	0	6	1
ENSG00000067798	537	1371	446	1793	2393	3008
ENSG00000258225	2	4	0	6	28	19
ENSG00000257220	0	7	0	14	25	5
ENSG00000258220	0	0	0	0	23	1
ENSG00000258084	0	0	0	0	28	4
ENSG00000257879	0	0	0	0	22	4
ENSG00000257165	0	0	0	0	10	10
ENSG00000257564	0	0	0	0	18	2
ENSG00000257948	0	0	0	0	4	0
ENSG00000067715	42	36	38	120	115	48
ENSG00000257191	0	0	2	1	3	7
ENSG00000257894	0	7	10	13	27	13
ENSG00000238890	0	0	0	0	3	1
ENSG00000221788	0	0	0	0	3	1
ENSG00000266390	0	0	0	0	0	0
ENSG00000263757	0	0	0	0	0	0
ENSG00000257604	1	0	0	6	11	0
ENSG00000243714	4	0	0	8	9	0
ENSG00000257474	0	6	4	13	39	12
ENSG00000257956	8	4	1	11	21	0
ENSG00000177425	1585	2071	1857	4127	6414	2790
ENSG00000258048	5	9	6	9	8	2
ENSG00000058272	3052	5545	4473	5206	4187	2971
ENSG00000269531	0	5	1	1	5	4
ENSG00000258044	12	40	60	26	35	27
ENSG00000201942	0	11	6	1	5	1
ENSG00000257557	4	0	13	12	13	4
ENSG00000271496	0	0	0	0	3	2
ENSG00000239473	0	6	0	0	5	3
ENSG00000238842	0	0	0	0	0	0
ENSG00000230291	926	1594	1405	710	1361	457
ENSG00000165899	0	96	290	18	79	34
ENSG00000222880	0	7	15	0	0	0
ENSG00000139304	7	229	1045	4	120	31
ENSG00000257786	0	0	6	0	6	0
ENSG00000257429	0	2	16	0	16	2
ENSG00000111046	2	2353	3803	2	22	9
ENSG00000111049	0	59	24	1	8	5
ENSG00000257741	0	0	0	0	8	4
ENSG00000111052	64	299	183	186	165	63
